productId,productName
132,Chicken Qorma Fry
133,Chicken Kaleji Masala
134,Chicken Daal Chana Fry
135,Chicken Daal Mash Fry
136,Daal Chawal
137,Chicken Karahi
138,Vegetable Fry 
139,Daal Maash Masala
140,Daal Maash Ghotala
141,Daal Chana Masala
142,Daal Chana Ghotala
143,Daal Moong Masoor Masala
144,Daal Moong masoor Ghotala
145,Anda Chana Ghotala
146,Vegetable Ghotala
147,Aloo Palak Fry
148,Chicken Palak Fry
149,Chicken Qeema Ghotala
150,Chicken Qeema Fry Rice
151,Chicken Kaleji Fry Rice
152,Anda Channa Fry Rice 
153,Chicken Lacha Rice
154,Chicken Masala Rice 
155,Daal Channa Fry Rice
156,Daal Mash Fry Rice
157,Mix Vegetable Fry Rice
158,Chicken Karahi Rice
159,Chicken White Rice
160,Chicken Daal Moong Fry
161,Chicken Laccha Rice
162,Daal Chana Fry Rice
163,Chicken Kaleji Fry
164,Chicken Kaleji Ghotala
165,Aloo Qeema Masala
166,Aloo Qeema Fry
167,Chicken Qorma Fry Rice
168,Chicken Nihari
169,Beef Nihari
170,Aloo Qeema Fry Rice       
171,Aloo Qeema Ghotala    
172,White Rice
173,Curry Pakora
174,Chicken Burger
175,Chicken Jumbo Burger
176,Chicken Cheese Burger
177,Chicken Crispy Burger
178,Crispy Chicken Cheese Burger
179,Chicken Zinger Burger
180,Chicken Zinger Cheese Burger
181,Chicken Broast
182,Spicy Garlic Broast
183,Mayo Garlic Broast
184,Chicken Tikkka
185,Chicken Boti
186,Chicken Reshmi Kabab
187,Chicken Chatni Roll
188,Chicken Cheese Roll
189,Chicken Mayo Garlic Roll
190,Chicken Kabab Chatni Roll
191,Chicken Kabab Cheese Roll
192,Chicken Kabab Garlic Roll
193,Imarti Jalebi
194,Raita
195,Salad
196,Naan
197,Double Naan
198,Chapati 
199,Soft Drink
200,Mineral Water 
201,Sting 
202,Slice
203,Diet 7up
204,Diet Coke
205,Happy Meal 
206,Pizzario Deal 
207,WOW Deal 1
208,WOW Deal 2
209,Train Pizza Family Deal 
210,Pizza Deal 1
211,Pizza Deal 2
212,Pizza Deal 3
213,Pizza Deal 4
214,Pizza Deal 5
215,Chicken Fajita Supreme Pizza
216,Chicken Tikka Supreme Pizza
217,Chicken Afghani Pizza
218,Chicken Bihari Supreme Pizza
219,Beef Pepperoni Pizza
220,Malai Boti Pizza
221,Creamy Tikka Pizza
222,Chicken Tikka Pizza
223,Chicken Fajita Pizza
224,Creamy Fajita Pizza
225,Chicken Spice Pizza
226,Chicken Bihari Pizza
227,Chicken Afghani Pizza
228,Cheese Lover Pizza
229,Veggi Lover
230,Zinger Burger
231,Huge Zinger Burger
232,Chicken Platino Burger
233,Double Decker Burger
234,Grill Chicken Burger
235,Spicy Sub Burger
236,Hot Crispo Burger
237,Jalapeno Burger
238,Beef Classic Burger
239,Double Beef Burger
240,Pizzario Burger
241,Cheese Loader Burger
242,Club Sandwich 
243,Spicy Sandwich 
244,Pizza Sandwich 
245,Nuggets 
246,Broast 
247,Hot Shots 
248,Plain Fries
249,Garlic Mayo Fries
250,Cheese Fries
251,Jalapeno Fries
252,Pizza Fries 
253,Cheesy Bread 
254,Tikka Bread 
255,Garlic Bread 
256,Pepperoni Bread 
257,Plain Bread 
258,Anaarsa Ki Goli
259,Samosa
260,Namak Para
261,Elaichi Jamun
262,Gulab Jamun
263,Gajar Ka Halwa
264,Black Forest  (1 Lbs)  
265,Black Forest (2 Lbs)
266,White Forest  (1 Lbs)
267,White Forest (2 Lbs)
268,Chocolate Forest
269,Chocolate Chip
270,Coffee Crunch Cake
271,Chocolate Fudge (1 Lbs)     
272,Double Fudge
273,Malt Cake (1 Lbs)
274,Malt Cake (2 Lbs)
275,Chocolate Cream (1 Lbs)
276,Chocolate Cream (3 Lbs)
277,Maltesers
278,Choco Cake
279,Cadbury (1 Lbs)   
280,Cadbury (2 Lbs)   
281,Cadbury (3 Lbs)   
282,Nutella Cake
283,Cake Slice
284,Kit Kat Cream Cake
285,Red Velvet (2 Lbs)
286,Chocolate Fudge (2 Lbs)     
287,Fudge Brownie 
288,Lave Brownie
289,Cadbury Brownie
290,Expresso Coffee
291,Choc-lolly Pop
292,Chocolate Glass
293,Chocolate Cookies
294,Nutella Cookies
295,Biscuits 
296,Chip Muffins
297,Red Velvet Muffin
298,Snikers Muffins
299,Mix Special Platter
300,Chili Garlic Prawns
301,Shrimp Cocktail
302,Prawn Tempura
303,Stuffed Chicken Strips
304,Chicken Nachos Supreme 
305,Supreme Nachos
306,Mozzarella Cheese Sticks
307,Wasabi Prawns
308,Hummus Beirut With Za'taar
309,Breading Chicken Finger
310,Crunchy Fried Fish
311,Crisp Fish Bowl
312,Buffalo Chicken Bites
313,Mexican Quesadilla
314,Juicy Wings
315,Fries
316,Cheese Fries
317,Masala  Fries
318,Jalapeno Fries
319,Chicken Karahi
320,Chicken White Karahi 
321,Mutton Karahi 
322,Chicken Tikka Masala 
323,Chicken Achari Karahi
324,Chicken Handi 
325,Chicken White Butter Handi 
326,Chicken Achari Handi 
327,Chicken Ginger 
328,Chicken Brown Dry 
329,Mutton Brown Dry
330,Paneer Karahi 
331,Bhindi Masala 
332,Paneer Shashlik 
333,Paneer Mushroom Karahi 
334,Aloo Achari 
335,Daal Makhni 
336,Daal Tarka 
337,Mix Vegetables 
338,Vegetable Cutlets
339,Chef Special Chicken
340,Chicken Tournedos 
341,Dajaj Mashwi 
342,Moroccan Chicken 
343,Tarragon Chicken 
344,Grand Mustard Chicken 
345,Chicken Fizelo 
346,Takeni Chicken 
347,Blue Cheese Chicken 
348,Nandos Peri Peri Chicken 
349,Parmesan Chicken 
350,Avocado Chicken 
351,Schelleto Mushroom Chicken 
352,Chicken Sizzling Fajita 
353,Mexican Sizzling Chicken 
354,Moskava Chicken Valentino
355,Balck Pepper Corn Chicken 
356,Chicken Sanizo 
357,Mexican Chicken 
358,Chicken Stroganoff
359,Fish Chili Dry
360,Chicken Chili Red
361,Paneer Chili Red
362,Chicken Manchurian 
363,Chicken Chili Vegetable 
364,Chicken Noodles 
365,Vegetables Noodles 
366,Chicken Shashlik
367,Chicken Jalafarezi
368,Chef Special Burger 
369,Grilled Chicken Cheese Burger 
370,Hot & Spicy Burger 
371,Mushroom Cheese Burger 
372,Le cordon Burger 
373,Grilled Jalapeno Burger 
374,Zinger Burger 
375,Big Mouth Burger
376,Chef Special Sandwich 
377,Club Sandwich 
378,Grilled Chicken Sandwich
379,Greek Chicken & Lemon Soup
380,Seafood Chowder Soup 
381,Hot & Sour Soup 
382,Pure Vegetable Soup 
383,Chicken Corn Soup 
384,Mix Bar B Q Platter 
385,Chicken Reshmi Kabab 
386,Chicken Turkish Kabab 
387,Afghani Kabab 
388,Vegetable Kabab 
389,Chicken Bar B Q Shashlik 
390,Chicken Shimla Boti 
391,Chicken Spicy Boti 
392,Chicken Kasoori Boti 
393,Chicken Malai Boti 
394,Chicken Bihari Boti 
395,Malai Chicken Tikka
396,Mughlai Chicken Tikka 
397,Spicy Chicken Tikka 
398,Namkeen Tikka 
399,Mutton Chops 
400,Fish Tikka 
401,Steamed Fish
402,Grilled Whole Fish 
403,Plain Paratha 
404,Puri Paratha 
405,Cheese Paratha
406,Aloo Paratha
407,Chicken Paratha
408,Peas Pulao 
409,Chicken Pulao 
410,Vegetable Fried Rice 
411,Chicken Fried Rice 
412,Plain Rice
413,Chef Special Chicken Pizza
414,Tomato & Cheese Pizza
415,Jalapeno Chicken Cheese Pizza
416,Chicken Tikka Pizza
417,Chicken Supreme Pizza
418,Chicken Cheese Lasagna
419,Penne Puttanesca Pasta
420,Chicken Pesto Pasta 
421,Roasted Garlic Parmesan Pasta
422,Spicy Alfredo Pasta
423,Chicken Chatni Roll
424,Shimla Boti Roll
425,Mughlai Roll
426,Chicken Bihari Roll
427,Cream Of Mushroom & Chicken 
428,Grill Chicken Caesar Salad 
429,Chicken & Buffalo Sauce Salad
430,Fruit Cocktail Salad 
431,Mix Green Salad 
432,Raita
433,Pina Colada
434,Blue Colada
435,Jamaican Jammer
436,Cinderella
437,Orange Ohio
438,Fresh Mint Lemonade
439,Lemonade
440,Margarita
441,Frozen Smoothie
442,Chocolate Shake
443,Oreo Shake
444,Seasonal Milk Shake
445,Seasonal Fresh Juice
446,Soft Drinks
447,Sting
448,Diet Drinks
449,Red Bull
450,Club Soda
451,Mineral Water
452,Speghetti Chili Prawn
453,Penne Tabasco Pasta
454,Stuffed Chicken
455,Don't Cook
456,Deal 1
457,Deal 2
458,Deal 3
459,Deal 4
460,Deal 5
461,Real Big Deal 1
462,Real Big Deal 2
463,Real Big Deal 3
464,Real Big Deal 4
465,Cheese Garlic Bread
466,Chicken Nuggets
467,French Fries
468,Mozzarella Sticks
469,Tangy Wings
470,Max Platter
471,Potato Skins
472,Garlic Mushroom 
473,Salad 
474,Garlic Bread
475,Small Pizza
476,Regular Pizza 
477,Large Pizza 
478,Jumbo Pizza 
479,Chicken Lasagna
480,Chicken Pasta
481,Spaghetti
482,Chicken Sandwich
483,Stick-o-Sandwich
484,Mineral Water
485,Soft Drink
486,Fresh Green Salad  
487,Coleslaw Salad 
488,Russian Salad 
489,Chicken Salad 
490,Chicken Koyla Karahi 
491,Chicken White Koyla Karahi 
492,Chicken Makhni Karahi 
493,Chicken Masala 
494,Chicken Handi 
495,Paneer Handi 
496,Chicken Ginger 
497,Mutton Koyla Karahi 
498,Mutton Koyla White Karahi 
499,Mutton Makhni Karahi 
500,Mutton Dry Karahi 
501,Charsi Karahi 
502,Peshawari Koyla Karahi 
503,Shinwari Koyla Karahi 
504,Mutton Namkeen Karahi 
505,Shahi Koyla Karahi     
506,Shahi Koyla Karahi 
507,Chicken Steeps 
508,Chicken Tikka 
509,Chicken Boti 
510,Beef Kabab 
511,Chicken Malai Tikka 
512,Chicken Reshmi Kabab
513,Beef Gola Kabab
514,Malai Boti 
515,Beef Bihari Boti 
516,Chicken Chili With Rice 
517,Chicken Garlic Rice 
518,Chicken Manchurian With Rice 
519,Lemon Chicken Rice 
520,Chicken Mongolian Rice 
521,Shashlik With Rice 
522,Sweet & Sour Chicken 
523,Frekeh Soup 
524,Lentil Soup 
525,Tabouli 
526,Fattoush 
527,Greek Salad 
528,Beetroot Salad 
529,Cheese Salad 
530,Hummus 
531,Hummus With Meat 
532,Mutabal 
533,Labneh 
534,Labneh With Garlic 
535,Muhamara 
536,Fried Kebbeh 
537,Sambusek Meat 
538,Sambesek Cheese 
539,Sujuk 
540,Chicken Liver 
541,Shrimps Shrimps Provencial
542,Falafel Plate 
543,Spicy Potato 
544,French Fries 
545,Shish Touk 
546,Chicken Kufta 
547,Meat Kufta 
548,Batituti Mixed Grill 
549,Grilled Meat 
550,Castaleta 
551,Zaatar Manaesh 
552,Zaatar & Cheese Manaesh 
553,Cheese Manaesh 
554,Kufta & Cheese Manaesh 
555,Fetta & Vegetable Manaesh 
556,Labneh & Zaatar Manaesh 
557,Labneh & Vegetables Manaesh 
558,Minced Meat 
559,Turkey & Cheese Fatayer
560,Sujuk & Cheese Fatayer
561,Chicken Pomegranate & Cheese Fatayer
562,Chilli Minced Meat & Cheese Fatayer
563,Zaatar & Vegetables Fatayer
564,Zaatar & Cheese Fatayer
565,Mixed Cheese Fatayer
566,Spinach Fatayer
567,Muhamarah & Kashkawan Fatayer
568,Kufta & Hummus Oven Baked Wrap
569,Sujuk Oven Baked Wrap 
570,Grilled Chicken Oven Baked Wrap 
571,Falafel Oven Baked Wrap 
572,Egg & Cheese Oven Baked Wrap 
573,Hummus & Vegetables Oven Baked Wrap 
574,Labneh & Vegetables Oven Baked Wrap  
575,Kufta & Hummus BBQ Wrap
576,Taouk BBQ Wrap
577,Chicken Liver BBQ Wrap
578,Chocoprince 
579,Umm Ali
580,Choco Banana Fatayer 
581,Tamriyi
582,Egg & Potato Pan
583,Egg & Tomato Pan
584,Egg & Meat Pan
585,Tomato & Meat Pan
586,Egg & Cheese Pan
587,Evian Water
588,Perrier
589,Mineral Water
590,Nestle Active PH 8 Alkaline Water 
591,Soft Drink
592,Red Bull
593,Shahi Boneless Karahi
594,White Boneless  Karahi 
595,Green Boneless Karahi 
596,Khyber Chicken Shahi Special 
597,Khyber Chicken White Karahi 
598,Khyber Chicken Green Karahi 
599,Khyber Chicken Brown Karahi 
600,Khyber Chicken Butter Karahi 
601,Chicken Makhni 
602,Mutton Makhni
603,Reshmi Kabab Handi
604,Kyber Butter Karahi 
605,Kyber Brown Karahi 
606,Kyber Green Karahi 
607,Kyber White Karahi 
608,Kyber Shahi Special Karahi
609,Special Handi 
610,Chicken Paneer Reshmi Handi 
611,Mutton Paneer Reshmi Handi 
612,Daal Maash 
613,Chicken Qeema 
614,Mutton Qeema 
615,Chicken Balochi Tikka 
616,Mutton Balochi Tikka 
617,Shashlik Boti 
618,Afghani Boti 
619,Special Afghani Boti 
620,Chicken Boti 
621,Chicken Green Boti 
622,Malai Boti 
623,Chicken Bihari Boti 
624,Beef Bihari Boti 
625,Reshmi Kabab
626,Seekh Kabab
627,Kastori Kabab
628,Chicken Tikka 
629,Chicken Malai Tikka 
630,Chicken Green Tikka 
631,Chicken Namkeen Tikka 
632,Chicken Garlic Tikka 
633,BBQ Mix Platter 
634,Mutton Namkeen Boti 
635,Mutton Namkeen Chops
636,Mutton Masala Chops 
637,Raita 
638,Salad
639,Paratha 
640,Naan
641,Garlic Naan 
642,Roghni Naan 
643,Kulcha
644,Soft Drink
645,Mineral Water 
646,Fresh Lime 
647,Green Tea
648,Tea
649,Super Deal 1
650,Super Deal 2
651,Super Deal 3
652,Super Deal 4
653,Super Deal 5
654,Super Deal 6
655,Super Deal 7
656,Super Deal 8
657,Super Deal 9
658,Zinger Burger 
659,Zinger Cheese Burger
660,Chicken Burger
661,Chicken Hot Wings
662,Chicken Drumstick
663,Crispy Broast
664,Plain Fries 
665,Mayo Fries 
666,Chicken Cheese Fries
667,Pizza Fries 
668,Chicken Lacha Fries 
669,Chicken Crispy Zinger Roll
670,Chicken Lacha Roll
671,Zinger Fries
672,BBQ Tikka Pizza
673,Fajita Pizza
674,Chicken Lachha Pizza
675,Chicken Cheese Ball Pizza
676,Hot & Spice Pizza
677,Bihari Tikka Pizza
678,Afghani Feast Pizza
679,Chicken Supremo Pizza
680,Veggie Lover Pizza
681,Cheese Lover Pizza
682,Arabian Green Pizza
683,Special Flavor Pizza
684,Malai Boti King's Pizza
685,Creamy Tikka King's Pizza
686,Seekh Kabab Pizza
687,Crunchy Dried Fruit Granola
688,French Bakers Basket
689,Marcel’s French Toast
690,Fluffy Chia Seed Pancakes
691,Marcel’s Waffles
692,Fluffy Pancakes with Turkey Bacon & Creamy Scrambled Eggs
693,Open Sourdough Sandwich 
694,Open Bagel
695,Croque Madame
696,3 Egg Omelette 
697,Marcel’s Pakistani Omelette
698,Egg Benedict
699,Steak & Eggs
700,2 Fresh Farm Eggs
701,Boat Basin Big Breakfast
702,Middle Eastern Style Shakshuka 
703,Sea Food Vol – au – Vent
704,Fried Brie Cheese
705,Bruschetta (A)
706,Bruschetta (B)
707,Flash Fried Calamari Persillade
708,Tortilla Prawn with Coconut
709,Marcel Fresh Onion Soup
710,Pumpkin Soup
711,Cream of Spinach & Potato Soup
712,Caesar Salad 
713,Roast Pumpkin Quinoa Salad
714,Roast Beef Sandwich
715,Angus Burger
716,Marcel Chicken Crunch Burger
717,Stuffed Cheese Burger
718,Roast Chicken On Focaccia
719,"Ciabatta with Grilled Vegetables, Feta Cheese & Avocado puree"
720,Marcels Monster Meat Sandwich
721,Marcels Wagyu Beef Burger
722,Open Bagel
723,Crogue Madame
724,Open Sourdough Sandwich
725,Pepperoni Pizza 
726,Margherita Pizza
727,Marcel Karachi Chicken Tikka
728,"Spanish, Feta, Fig & Sundried Tomato "
729,Quattro Formaggi- Four Cheese
730,Meat Lovers
731,Croissant
732,Brioche Toast Bread (300 gram)
733,Ciabatta Bread (300 gram)
734,Focaccia Bread with Break Olives & Sun dried Tomatoes (400 gram)
735,French Bagurtte (280 gram)
736,Mais Baguette (280 gram)
737,Kraftkorn Baguette (280 gram)
738,Hovis Best Brown Bread(450 gram)
739,Kraftkorn Load Bread(450 gram)
740,Kraftkorn Toast Bread (450 gram)
741,Mais Toast Bread (450 gram)
742,Multi Grain Baguette (200 gram)
743,Multi Grain Toast Bread(450 gram)
744,Wallis Rye Bread (550 gram)
745,Roggin Fix Rye Bread(500 gram)
746,Sourdough Bread (600 gram)
747,Spaghetti Bolognese
748,Linguini Pasta with Seafood
749,Penne Arrabbiata
750,Spaghetti with Prawns & Turkey Bacon
751,Premium Beef Tenderloin
752,Lamb Chops
753,Chimichurri Steak
754,Dutch Veal Chops
755,Tiger Prawns
756,Red Snapper
757,Lemon Thyme Sole
758,Grilled Chicken Birds Eye Chilli
759,Mint Pesto Chicken
760,Chicken Roulade
761,Valrhona Chocolate Royal Crunch Cake
762,Emma
763,Eleonore
764,Sophie
765,Antionate
766,Lemon Meringue Tart
767,Chocolate Tart
768,Fruit Tart
769,Almond Croissant
770,Chocolate Croissant
771,Danish Pastry
772,Adele
773,Camille
774,Plain Au Chocolate
775,Eclairs
776,Chocolate Cheese Cake
777,Dolce Banana Tart
778,Triple Chocolate Chip
779,Chocolate Chip Cookie
780,Macarons
781,Assorted Gelatos & Sorbets
782,Valrhona Chocolate Gelato
783,Marcel Butter Croissant Pudding
784,Virgin Mojito
785,Mint Margarita
786,Pina Colada
787,Kiwi Colada
788,Blueberry Cheese Cake
789,Blueberry Smoothie
790,Strawberry Banana Smoothie
791,Spinach Smoothie
792,All Berry Smoothie
793,Strawberry Slush
794,Peach Slush
795,Kiwi Slush
796,Green Apple Slush
797,Lemon Ice Tea
798,Peach Ice Tea
799,Ice Vanilla Latte
800,Ice Caramel Latte
801,Ice Hazelnut Latte
802,Ice Mocha
803,Ice Caramel Macchiato
804,Cinnamon Frappe
805,Salted Caramel Frappe
806,Mint Mocha Frappe
807,Strawberry Frappe
808,Hazelnut Frappe
809,Mocha Frappe
810,Caramel Frappe
811,Affogato
812,Carbonated Soft Drink
813,Mineral Water
814,Basil Lemonade
815,Ginger Ale
816,Espresso 
817,Espresso Macchiato
818,Con Panna
819,Americano
820,Cafe latte
821,Cappuccino
822,Cafe Mocha
823,Flat White
824,Candy King Latte
825,Milky Hot Chocolate
826,Mix Tea
827,Green Tea
828,Deal 1
829,Deal 2
830,Deal 3
831,Deal 4
832,Deal 5
833,Birthday Deal 
834,Cheesy Sticks 
835,Chicken Nuggets 
836,Chicken Wings 
837,French Fries 
838,BBQ Tikka Pizza 
839,Spicy Tikka Pizza 
840,Chicken Fajita Pizza 
841,Fajita Sensation Pizza 
842,Veggie Pizza
843,Cheese Lover Pizza 
844,Behari Tikka Pizza
845,Tandoori Chicken Pizza
846,Malai Pizza 
847,Creamy Tikka Pizza
848,Spicy Italian Pizza
849,Afghani Feast Pizza
850,Italian Light Pizza
851,Arabian Hot Pizza
852,Chicken Super Max Pizza
853,Shawarma Delight Pizza
854,Food Panda Exclusive Deal
855,Special Discount Deal 1
856,Special Discount Deal 2
857,Special Discount Deal 3
858,Special Discount Deal 4 
859,Hummus with Chicken
860,Hummus with Beef
861,Grape Leaves
862,Falafel
863,Kebbeh
864,Lebneh n Plate
865,Yalla Special
866,Hummus 
867,Moutabbal
868,Arayess
869,Lebneh n Zaatar
870,Labnen Toum
871,Batata Hara
872,Mezze n Plate
873,Jawaneh Beiruti
874,Jawaneh Kuzbara
875,Spicy Hummus
876,Fattoush Salad
877,Tabbouleh Salad
878,Greek Salad
879,Garden Salad
880,Chicken & Beef Shawarma
881,Kafta
882,Sujuk Spicy Sausage
883,Beef Shawarma
884,Chicken Shawarma
885,Shish Tawouk
886,BBQ Chicken
887,Falafel
888,Chicken Kabab
889,Lamb Chops
890,Mini Mixed Grill
891,BBQ Beef
892,BBQ Shrimp
893,Lebanese Beef Burger
894,Falafel Wrap
895,Chicken Shawarma Wrap
896,Beef Shawarma Wrap
897,Shish Tawouk Wrap
898,Kafta Wrap
899,Sujuk Spicy Sausage Wrap
900,BBQ Beef Wrap
901,Chicken Kebab Wrap
902,Saj Sujuk
903,Tabliyah Sujuk
904,Spicy Burger
905,Kafta Platter
906,Shish Tawouk Platter
907,Mixed BBQ Platter
908,Awsal Lehm Platter
909,Chicken Kabab Platter
910,Dajaj Mushakkal Platter (Chicken Platter)	 	
911,Lahm Mushakkal Platter (Beef Platter)	 	
912,Mixed Combo Platter
913,Chicken Quesadilla				
914,Beef Quesadilla				
915,Sujuk Quesadilla				
916,Shrimp Quesadilla				
917,Chicken Bites
918,Kid Cheese Quesadilla				
919,Kid Chicken Quesadilla				
920,Kid Chicken Cheese Quesadilla				
921,Kid Cheese Pizza
922,Kid Vege Pizza
923,Tabliyeh Saj Chicken Shawarma
924,Tabliyeh Saj Beef Shawarma
925,Zaatar
926,Akkawi Cheese
927,Akkawi Zaataar
928,Lahm Ajin
929,Lahm Cheese
930,Labneh with Zaatar
931,Spinach Fatayer
932,Spinach with Cheese
933,Chicken with Cheese
934,Sujuk Akkawi
935,Labneh Honey
936,Chicken Shawarma Pide
937,Sujuk Pide
938,Pepperoni Pide
939,Philly Beef Pide
940,Philly Shawarma Pizza
941,Veggie Pizza
942,Pepperoni Vegetable Pizza
943,Beef Pepperoni Pizza
944,Butter Chicken Pizza
945,Chicken Shawarma Pizza
946,Jallab
947,Lebanese Lemonade
948,Cucumber Mint
949,Pina Colada
950,Mojito
951,Lemon Ice Tea
952,Blue Slush
953,Baklawa
954,Kinafe Nablseih 
955,Nutella Saj
956,Mango Tango 
957,ABC- Basic
958,Vitamix 
959,Splash Of Sun 
960,Mango Mix
961,Very Berry 
962,Body Builder Shake
963,Turbo 
964,Mint Lemonade
965,Ice Mint Lemonade
966,Apple Juice
967,Orange Juice
968,Grapefruit Juice
969,Falsa Juice
970,Pomegranate
971,Cocktail
972,Apple With Carrot & Orange Juice
973,Orange With Apple Juice
974,Orange With Grapefruit Juice
975,Apple With Carrot Juice
976,Orange With Pineapple Juice
977,Acne Cure
978,Skin Tonic
979,Veggies Focus 
980,Heartbeat
981,Flu Fighter
982,Green Ginger
983,Temple Of Sultan
984,Fat Burner
985,Rejuvenator
986,Stress Down
987,AMG
988,Energizer
989,Go Away Doc
990,Splash Of Sun
991,Green Heaven
992,Identity
993,Perfect Balance
994,Mango Shake 
995,Banana Shake 
996,Mango Banana Shake
997,Strawberry Banana Shake
998,Strawberry Shake 
999,Nutty Partnership Shake
1000,Queen Shake
1001,Hall Of Fame
1002,Body Builder Shake
1003,Turbo
1004,Meal Replacement
1005,Breakfast Skipped
1006,Mr Health
1007,Vitamin C
1008,Mango Mix
1009,Energy Punch 
1010,Mango Tango
1011,Vitamix
1012,Mix Classic Berries
1013,Very Berry
1014,Cool Down
1015,Raspberry Dream
1016,Pineapple Passion
1017,Island Delight
1018,Signature Date
1019,Blue Banana
1020,Pick Me Up
1021,Razzle Dazzle
1022,Fruit Flavored Lassi
1023,Chaas
1024,Meethi Lassi
1025,Walnut 
1026,Almond
1027,Cinnamon Powder
1028,Flaxeed
1029,Mineral Water 
1030,Deal 1 
1031,Deal 2
1032,Deal 3 
1033,Deal 4 
1034,Deal 5
1035,Deal 6
1036,Cheese Burger 
1037,Jalapeno Burger 
1038,Egg & Cheese Burger 
1039,Chipotle Cheese Burger 
1040,Melted Mushroom Burger 
1041,Square Meal Cheese Burger 
1042,Cowboy Burger 
1043,BBQ Chicken Burger 
1044,Grill Chicken Burger 
1045,Crispy Cheese Burger 
1046,Grill Chicken Sandwich 
1047,Square Meal Club Sandwich 
1048,Classic Sandwich 
1049,Chicken Cold Sandwich 
1050,Chicken Cold Cheese Sandwich 
1051,Chicken Cheese Mushroom
1052,Napoleon Surprise 
1053,Fettuccine Alfredo 
1054,Penny Italian 
1055,Chicken Lasgana 
1056,Beef Bolognese 
1057,Margarita Twister 
1058,Italian Chowmein 
1059,Lebanese Wrap 
1060,Mexican Wrap 
1061,Crispy Strip Wrap 
1062,Plain Fries 
1063,Loaded Cheese Fries 
1064,Mexican Chipotle Fries 
1065,Pizza Fries 
